,매장이름,주소,구,브랜드,위도,경도
0,역삼아레나빌딩,서울특별시 강남구 언주로 425,서울특별시 강남구,starbucks,37.5010689,127.0430285
1,논현역사거리,서울특별시 강남구 강남대로 538,서울특별시 강남구,starbucks,37.5101814,127.0222548
2,신사역성일빌딩,서울특별시 강남구 강남대로 584,서울특별시 강남구,starbucks,37.513899,127.0206125
3,국기원사거리,서울특별시 강남구 테헤란로 125,서울특별시 강남구,starbucks,37.499549,127.0316604
4,대치재경빌딩R,서울특별시 강남구 남부순환로 2947,서울특별시 강남구,starbucks,37.4945186,127.0626332
5,봉은사역,서울특별시 강남구 봉은사로 619,서울특별시 강남구,starbucks,37.5149998,127.0631169
6,압구정윤성빌딩,서울특별시 강남구 논현로 834,서울특별시 강남구,starbucks,37.5227934,127.0286009
7,코엑스별마당,서울특별시 강남구 영동대로 513,서울특별시 강남구,starbucks,37.5101935,127.0585824
8,삼성역섬유센터R,서울특별시 강남구 테헤란로 518,서울특별시 강남구,starbucks,37.5075512,127.060561
9,압구정R,서울특별시 강남구 언주로 861,서울특별시 강남구,starbucks,37.5273669,127.0330761
10,수서역R,서울특별시 강남구 광평로 281,서울특별시 강남구,starbucks,37.4879723,127.1026505
11,양재강남빌딩R,서울특별시 강남구 남부순환로 2621,서울특별시 강남구,starbucks,37.490713,127.0586709
12,선릉동신빌딩R,서울특별시 강남구 테헤란로 409,서울특별시 강남구,starbucks,37.5053116,127.0503634
13,봉은사로선정릉,서울특별시 강남구 봉은사로 446,서울특별시 강남구,starbucks,37.5112773,127.048547
14,강남오거리,서울특별시 강남구 봉은사로2길 39,서울특별시 강남구,starbucks,37.5020667,127.0266414
15,스타필드코엑스몰R,서울특별시 강남구 영동대로 513,서울특별시 강남구,starbucks,37.5101935,127.0585824
16,강남구청정문,서울특별시 강남구 학동로 419,서울특별시 강남구,starbucks,37.5182675,127.0459628
17,도곡공원,서울특별시 강남구 도곡로 205,서울특별시 강남구,starbucks,37.493073,127.0412545
18,강남R,서울특별시 강남구 강남대로 390,서울특별시 강남구,starbucks,37.4977735,127.028536
19,대치은마사거리,서울특별시 강남구 도곡로 457,서울특별시 강남구,starbucks,37.4989728,127.060172
20,청담영동대로,서울특별시 강남구 영동대로 720,서울특별시 강남구,starbucks,37.522156,127.0564489
21,압구정,서울특별시 강남구 압구정로30길 17,서울특별시 강남구,starbucks,37.5262829,127.0295602
22,신사가로수,서울특별시 강남구 가로수길 59,서울특별시 강남구,starbucks,37.524609,127.022951
23,청담스타R,서울특별시 강남구 도산대로57길 24,서울특별시 강남구,starbucks,37.5252162,127.0418275
24,강남우성,서울특별시 강남구 강남대로 328,서울특별시 강남구,starbucks,37.4872446,127.0327813
25,학동사거리,서울특별시 강남구 도산대로 328,서울특별시 강남구,starbucks,37.52236449999999,127.0379543
26,대치사거리,서울특별시 강남구 삼성로 402,서울특별시 강남구,starbucks,37.5033312,127.0588167
27,포스코사거리,서울특별시 강남구 테헤란로 505,서울특별시 강남구,starbucks,37.5075307,127.0574271
28,을지병원사거리,서울특별시 강남구 논현로 752,서울특별시 강남구,starbucks,37.5191246,127.0286314
29,신사역,서울특별시 강남구 도산대로 108,서울특별시 강남구,starbucks,37.516159,127.020635
30,도곡역,서울특별시 강남구 남부순환로 2909,서울특별시 강남구,starbucks,37.4921442,127.0573977
31,서울세관사거리,서울특별시 강남구 언주로 650,서울특별시 강남구,starbucks,37.5148904,127.0357573
32,청담사거리,서울특별시 강남구 도산대로 458,서울특별시 강남구,starbucks,37.5236351,127.0468651
33,한티역,"서울특별시 강남구 도곡로 408,",서울특별시 강남구,starbucks,37.4964429,127.0552323
34,역삼초교사거리,서울특별시 강남구 역삼로 123,서울특별시 강남구,starbucks,37.4941005,127.0330019
35,코엑스몰,서울특별시 강남구 영동대로 513,서울특별시 강남구,starbucks,37.5101935,127.0585824
36,가로수길,"서울특별시 강남구 논현로175길 94,",서울특별시 강남구,starbucks,37.5231593,127.021625
37,역삼대로,"서울특별시 강남구 테헤란로 211,",서울특별시 강남구,starbucks,37.5045703,127.0494465
38,역삼포스코,"서울특별시 강남구 테헤란로 134,",서울특별시 강남구,starbucks,37.4993385,127.0337927
39,강남대로,"서울특별시 강남구 강남대로 456,",서울특별시 강남구,starbucks,37.50310109999999,127.0255479
40,청담,"서울특별시 강남구 도산대로 532,",서울특별시 강남구,starbucks,37.5243631,127.0515599
41,삼성도심공항,서울특별시 강남구 테헤란로87길 33,서울특별시 강남구,starbucks,37.5097863,127.0579134
42,삼성교,"서울특별시 강남구 영동대로86길 12,",서울특별시 강남구,starbucks,37.5077851,127.065174
43,학동역,서울특별시 강남구 논현로 704,서울특별시 강남구,starbucks,37.5145746,127.0307537
44,대치,서울특별시 강남구 도곡로 511,서울특별시 강남구,starbucks,37.499591,127.0622226
45,SSG마켓도곡R,"서울특별시 강남구 언주로30길 57,",서울특별시 강남구,starbucks,37.4896405,127.0545117
46,삼성,"서울특별시 강남구 테헤란로 443,",서울특별시 강남구,starbucks,37.5069114,127.0555833
47,선릉세화빌딩,서울특별시 강남구 테헤란로64길 18,서울특별시 강남구,starbucks,37.5037306,127.0511864
48,압구정역,"서울특별시 강남구 압구정로 170,",서울특별시 강남구,starbucks,37.52671960000001,127.028094
49,압구정로,서울특별시 강남구 압구정로42길 32,서울특별시 강남구,starbucks,37.5268082,127.0347226
50,구역삼사거리,서울특별시 강남구 논현로 401,서울특별시 강남구,starbucks,37.49589570000001,127.0388933
51,큰길타워,"서울특별시 강남구 테헤란로 223,",서울특별시 강남구,starbucks,37.5023634,127.0406629
52,강남구청역,"서울특별시 강남구 선릉로 669,",서울특별시 강남구,starbucks,37.5165849,127.0412433
53,대치역,서울특별시 강남구 남부순환로 2936,서울특별시 강남구,starbucks,37.4933099,127.0619031
54,포이,서울특별시 강남구 논현로 88,서울특별시 강남구,starbucks,37.4777792,127.0451187
55,아크플레이스,서울특별시 강남구 테헤란로 142,서울특별시 강남구,starbucks,37.4996847,127.0349215
56,학여울역,서울특별시 강남구 영동대로 215,서울특별시 강남구,starbucks,37.4979557,127.0685027
57,선정릉역,서울특별시 강남구 봉은사로 407,서울특별시 강남구,starbucks,37.51075489999999,127.0445597
58,삼성현대힐,서울특별시 강남구 삼성로 605,서울특별시 강남구,starbucks,37.5134507,127.0527081
59,GS타워,서울특별시 강남구 논현로 508,서울특별시 강남구,starbucks,37.5018592,127.0372776
60,압구정미소,서울특별시 강남구 논현로 841,서울특별시 강남구,starbucks,37.5240211,127.0278937
61,선릉역,"서울특별시 강남구 테헤란로 334,",서울특별시 강남구,starbucks,37.5039056,127.048515
62,코엑스사거리,서울특별시 강남구 영동대로 616,서울특별시 강남구,starbucks,37.5153516,127.0601103
63,역삼럭키,서울특별시 강남구 도곡로 183,서울특별시 강남구,starbucks,37.4921956,127.039393
64,차병원사거리,"서울특별시 강남구 봉은사로 213,",서울특별시 강남구,starbucks,37.50800400000001,127.0353584
65,청담공원,서울특별시 강남구 학동로 506,서울특별시 강남구,starbucks,37.5186549,127.0514387
66,신압구정,서울특별시 강남구 언주로174길 29,서울특별시 강남구,starbucks,37.5280809,127.0364236
67,아크로힐스논현,"서울특별시 강남구 봉은사로 304,",서울특별시 강남구,starbucks,37.5089909,127.0403621
68,강남비젼타워,"서울특별시 강남구 테헤란로2길 27,",서울특별시 강남구,starbucks,37.4964557,127.0296885
69,역삼역,"서울특별시 강남구 테헤란로 145,",서울특별시 강남구,starbucks,37.5006707,127.0351734
70,압구정로데오역,"서울특별시 강남구 선릉로 836,",서울특별시 강남구,starbucks,37.5265058,127.0405179
71,르네상스사거리,서울특별시 강남구 테헤란로 306,서울특별시 강남구,starbucks,37.5025597,127.044093
72,포스코,"서울특별시 강남구 삼성로86길 7,",서울특별시 강남구,starbucks,37.5057344,127.0579281
73,선릉로,"서울특별시 강남구 선릉로93길 22,",서울특별시 강남구,starbucks,37.5049219,127.0467242
74,논현힐탑,서울특별시 강남구 논현로 648,서울특별시 강남구,starbucks,37.5115577,127.032262
75,도산가로수길,"서울특별시 강남구 도산대로 134,",서울특별시 강남구,starbucks,37.5172519,127.0233424
76,대치한티,서울특별시 강남구 선릉로 324,서울특별시 강남구,starbucks,37.4984818,127.052066
77,수서역사거리,서울특별시 강남구 광평로 280,서울특별시 강남구,starbucks,37.4872829,127.1031088
78,코엑스아셈타워,서울특별시 강남구 영동대로 517,서울특별시 강남구,starbucks,37.5101935,127.0585824
79,센터필드R,서울특별시 강남구 테헤란로 231,서울특별시 강남구,starbucks,37.5030426,127.041588
80,도산사거리,서울특별시 강남구 언주로 727,서울특별시 강남구,starbucks,37.5195638,127.0340614
81,강남세곡,서울특별시 강남구 헌릉로569길 18,서울특별시 강남구,starbucks,37.466266,127.1167873
82,대치삼성프라자,서울특별시 강남구 영동대로 237,서울특별시 강남구,starbucks,37.5003097,127.0669613
83,강남역신분당역사,서울특별시 강남구 강남대로 396,서울특별시 강남구,starbucks,37.4981284,127.028303
84,삼성역,서울특별시 강남구 테헤란로 620,서울특별시 강남구,starbucks,37.5091596,127.0655652
85,테헤란로아남타워,서울특별시 강남구 테헤란로 311,서울특별시 강남구,starbucks,37.5037497,127.0448356
86,강남논현,서울특별시 강남구 강남대로 512,서울특별시 강남구,starbucks,37.50798899999999,127.0233263
87,삼성동,서울특별시 강남구 영동대로96길 12,서울특별시 강남구,starbucks,37.5107008,127.0635676
88,역삼이마트,서울특별시 강남구 역삼로 310,서울특별시 강남구,starbucks,37.4992239,127.048424
89,미아뉴타운,서울특별시 강북구 삼양로 161,서울특별시 강북구,starbucks,37.6183622,127.0210925
90,강북구청사거리,서울특별시 강북구 도봉로 365,서울특별시 강북구,starbucks,37.6400187,127.0273281
91,미아사거리역,서울특별시 강북구 도봉로 32,서울특별시 강북구,starbucks,37.611809,127.0306971
92,수유역,서울특별시 강북구 도봉로 342,서울특별시 강북구,starbucks,37.6380167,127.026135
93,미아역,서울특별시 강북구 도봉로 196,서울특별시 강북구,starbucks,37.6260494,127.0266005
94,파라스파라서울,서울특별시 강북구 삼양로 689,서울특별시 강북구,starbucks,37.6370282,127.0170402
95,발산역사거리,서울특별시 강서구 공항대로 248,서울특별시 강서구,starbucks,37.5533338,126.8510294
96,마곡역,서울특별시 강서구 공항대로 168,서울특별시 강서구,starbucks,37.5533338,126.8510294
97,우장산역,서울특별시 강서구 강서로 267,서울특별시 강서구,starbucks,37.5495419,126.835914
98,마곡사이언스타워R,서울특별시 강서구 마곡동로 62,서울특별시 강서구,starbucks,37.5590032,126.8343207
99,방화DT,서울특별시 강서구 방화대로 375,서울특별시 강서구,starbucks,37.5743389,126.8164145
100,마곡나루역,서울특별시 강서구 마곡중앙로 161-17,서울특별시 강서구,starbucks,37.55319679999999,126.8298352
101,마곡GMG,서울특별시 강서구 마곡중앙6로 16,서울특별시 강서구,starbucks,37.5339338,126.9908658
102,가양역,서울특별시 강서구 양천로 476,서울특별시 강서구,starbucks,37.561561,126.8532562
103,화곡DT,서울특별시 강서구 등촌로 57,서울특별시 강서구,starbucks,37.5350355,126.8631182
104,양천향교역,서울특별시 강서구 강서로 463,서울특별시 강서구,starbucks,37.5535944,126.8412653
105,화곡동,서울특별시 강서구 화곡로 142(화곡동)1522-3232,서울특별시 강서구,starbucks,37.5405337,126.8375885
106,등촌,서울특별시 강서구 공항대로 329,서울특별시 강서구,starbucks,37.5582043,126.8443392
107,염창역,서울특별시 강서구 공항대로 627,서울특별시 강서구,starbucks,37.547251,126.8745264
108,발산역,서울특별시 강서구 강서로 388,서울특별시 강서구,starbucks,37.5601723,126.8393026
109,까치산역,서울특별시 강서구 강서로13길 3,서울특별시 강서구,starbucks,37.5316073,126.8454041
110,화곡역8번출구,서울특별시 강서구 강서로 179,서울특별시 강서구,starbucks,37.5423366,126.8393178
111,강서우장산,서울특별시 강서구 강서로 231,서울특별시 강서구,starbucks,37.5535944,126.8412653
112,등촌대로,서울특별시 강서구 공항대로 543,서울특별시 강서구,starbucks,37.5533338,126.8510294
113,가양역사거리,서울특별시 강서구 화곡로 416,서울특별시 강서구,starbucks,37.559882,126.8553509
114,내발산,서울특별시 강서구 강서로 323,서울특별시 강서구,starbucks,37.5545849,126.8363641
115,마곡웰튼,서울특별시 강서구 마곡중앙5로 22,서울특별시 강서구,starbucks,37.564979,126.827427
116,김포공항DT,서울특별시 강서구 개화동로 517,서울특별시 강서구,starbucks,37.5703721,126.8030747
117,강서NC,서울특별시 강서구 강서로56길 17,서울특별시 강서구,starbucks,37.55990389999999,126.8405122
118,마곡나루공원,서울특별시 강서구 마곡중앙5로 47,서울특별시 강서구,starbucks,37.564979,126.827427
119,강서구청사거리,서울특별시 강서구 화곡로 350,서울특별시 강서구,starbucks,37.5547254,126.8520968
120,낙성대역,서울특별시 관악구 남부순환로 1908,서울특별시 관악구,starbucks,37.4776649,126.9611926
121,관악서울대입구R,서울특별시 관악구 관악로 158,서울특별시 관악구,starbucks,37.4792703,126.9527981
122,신림DT,서울특별시 관악구 남부순환로 1419,서울특별시 관악구,starbucks,37.4809346,126.9084069
123,서울대역,서울특별시 관악구 남부순환로 1817,서울특별시 관악구,starbucks,37.4815987,126.9522003
124,낙성대DT,서울특별시 관악구 남부순환로 1948,서울특별시 관악구,starbucks,37.4761693,126.9650053
125,사당,서울특별시 관악구 남부순환로 2082-251522-3232,서울특별시 관악구,starbucks,37.47600910000001,126.9809985
126,보라매대교,서울특별시 관악구 보라매로3길 23,서울특별시 관악구,starbucks,37.4909895,126.9255211
127,신림사거리,서울특별시 관악구 남부순환로 1619,서울특별시 관악구,starbucks,37.4846038,126.9304905
128,신림,서울특별시 관악구 신림로 355-1,서울특별시 관악구,starbucks,37.48605870000001,126.9291581
129,신림타임스트림,서울특별시 관악구 신림로 330,서울특별시 관악구,starbucks,37.4838158,126.9302315
130,서울대입구역,서울특별시 관악구 남부순환로 1812,서울특별시 관악구,starbucks,37.4811125,126.9513217
131,봉천역,서울특별시 관악구 남부순환로 1730,서울특별시 관악구,starbucks,37.4820227,126.9422444
132,건국대,서울특별시 광진구 능동로 117,서울특별시 광진구,starbucks,37.5415592,127.0711244
133,어린이대공원역,서울특별시 광진구 능동로 243,서울특별시 광진구,starbucks,37.5518888,127.0764093
134,아차산역,서울특별시 광진구 천호대로 676,서울특별시 광진구,starbucks,37.5506271,127.0899534
135,올림픽대교북단,서울특별시 광진구 광나루로 608,서울특별시 광진구,starbucks,37.5411292,127.0952402
136,구의DT,서울특별시 광진구 광나루로 519,서울특별시 광진구,starbucks,37.545357,127.0871714
137,자양사거리,서울특별시 광진구 아차산로 3551522-3232,서울특별시 광진구,starbucks,37.5417175,127.0873849
138,군자역,서울특별시 광진구 천호대로 548,서울특별시 광진구,starbucks,37.5566812,127.0789171
139,광나루,"서울특별시 광진구 아차산로 607,",서울특별시 광진구,starbucks,37.5473667,127.106064
140,건대스타시티,서울특별시 광진구 아차산로 262,서울특별시 광진구,starbucks,37.5376127,127.0726183
141,자양,서울특별시 광진구 능동로 50,서울특별시 광진구,starbucks,37.5354769,127.0691462
142,건대입구,서울특별시 광진구 능동로 107,서울특별시 광진구,starbucks,37.5406604,127.0707225
143,구의역,서울특별시 광진구 아차산로 373,서울특별시 광진구,starbucks,37.5369745,127.0840194
144,광장,서울특별시 광진구 아차산로 537-17,서울특별시 광진구,starbucks,37.5435747,127.098782
145,건국클래식,서울특별시 광진구 능동로 90,서울특별시 광진구,starbucks,37.5387765,127.0710831
146,건대후문,서울특별시 광진구 능동로 172,서울특별시 광진구,starbucks,37.5458252,127.073698
147,중곡역,서울특별시 광진구 능동로 400,서울특별시 광진구,starbucks,37.5486706,127.0759024
148,자양이마트,서울특별시 광진구 아차산로 272,서울특별시 광진구,starbucks,37.5376127,127.0726183
149,뚝섬유원지역,서울특별시 광진구 능동로 18,서울특별시 광진구,starbucks,37.5325759,127.0679308
150,군자사거리,서울특별시 광진구 천호대로 549,서울특별시 광진구,starbucks,37.5575666,127.079334
151,금천구청역,서울특별시 금천구 시흥대로73길 67,서울특별시 금천구,starbucks,37.4568736,126.8978
152,가산에스케이,서울특별시 금천구 가산디지털1로 171,서울특별시 금천구,starbucks,37.4806318,126.8805702
153,독산사거리,서울특별시 금천구 시흥대로 426,서울특별시 금천구,starbucks,37.4715113,126.8987752
154,금천시흥,서울특별시 금천구 시흥대로 164,서울특별시 금천구,starbucks,37.4488601,126.903246
155,가산디지털단지역,서울특별시 금천구 벚꽃로 298,서울특별시 금천구,starbucks,37.4813244,126.8837789
156,금천독산,서울특별시 금천구 두산로 70,서울특별시 금천구,starbucks,37.4704162,126.8920672
157,가산디지털,서울특별시 금천구 가산디지털1로 168,서울특별시 금천구,starbucks,37.4798346,126.8824997
158,W-Mall,서울특별시 금천구 디지털로 188,서울특별시 금천구,starbucks,37.4773244,126.8877548
159,마리오아울렛,서울특별시 금천구 벚꽃로 266,서울특별시 금천구,starbucks,37.4785992,126.8851547
160,가산브이타워,서울특별시 금천구 가산디지털1로 128,서울특별시 금천구,starbucks,37.4771592,126.8837142
161,가산그레이트,"서울특별시 금천구 디지털로9길 32,",서울특별시 금천구,starbucks,37.4794491,126.8874768
162,독산역,서울특별시 금천구 가산디지털1로 16,서울특별시 금천구,starbucks,37.4676446,126.8876698
163,가산현대아울렛,서울특별시 금천구 디지털로10길 9,서울특별시 금천구,starbucks,37.4773564,126.8891438
164,월계역,"서울특별시 노원구 초안산로2라길26 월계동(104,105,106호)1522-3232",서울특별시 노원구,starbucks,37.63115310000001,127.0577021
165,월계트레이더스,서울특별시 노원구 마들로3길 15,서울특별시 노원구,starbucks,37.62644,127.0619091
166,상계초교사거리,서울특별시 노원구 노원로 449,서울특별시 노원구,starbucks,37.6460967,127.0712379
167,공릉DT,서울특별시 노원구 동일로 1015,서울특별시 노원구,starbucks,37.6206884,127.0743116
168,노원마들역,서울특별시 노원구 노원로 569,서울특별시 노원구,starbucks,37.6606791,127.057048
169,공릉역,서울특별시 노원구 동일로 1081,서울특별시 노원구,starbucks,37.626337,127.0722523
170,은행사거리,"서울특별시 노원구 중계로 217,",서울특별시 노원구,starbucks,37.6504634,127.0759752
171,노원KT,"서울특별시 노원구 노해로 502,",서울특별시 노원구,starbucks,37.6543814,127.0636656
172,광운대,서울특별시 노원구 석계로 104,서울특별시 노원구,starbucks,37.6231479,127.0607009
173,중계역,"서울특별시 노원구 동일로 1339,",서울특별시 노원구,starbucks,37.6481244,127.0621656
174,노원역,서울특별시 노원구 동일로 1413,서울특별시 노원구,starbucks,37.6547298,127.0600029
175,월계이마트,서울특별시 노원구 마들로3길 15,서울특별시 노원구,starbucks,37.62644,127.0619091
176,태릉입구역DT,서울특별시 노원구 화랑로 469,서울특별시 노원구,starbucks,37.619211,127.0792994
177,노원상계,서울특별시 노원구 동일로215길 2,서울특별시 노원구,starbucks,37.6508891,127.0580818
178,창동이마트,서울특별시 도봉구 노해로65길 4,서울특별시 도봉구,starbucks,37.6516821,127.046933
179,쌍문역,서울특별시 도봉구 도봉로 480,서울특별시 도봉구,starbucks,37.6483224,127.0348734
180,쌍문도봉로,서울특별시 도봉구 도봉로 444,서울특별시 도봉구,starbucks,37.6453516,127.0331011
181,방학역,서울특별시 도봉구 도봉로 684,서울특별시 도봉구,starbucks,37.6653669,127.0434778
182,노량진동,서울특별시 동작구 노량진로 190,서울특별시 동작구,starbucks,37.5130951,126.9469753
183,남성역,서울특별시 동작구 사당로 219,서울특별시 동작구,starbucks,37.4841211,126.9726489
184,상도역,서울특별시 동작구 상도로37길 1,서울특별시 동작구,starbucks,37.5031939,126.9484286
185,보라매공원R,서울특별시 동작구 보라매로5길 35,서울특별시 동작구,starbucks,37.4920496,126.9234976
186,이수자이,서울특별시 동작구 사당로 300,서울특별시 동작구,starbucks,37.4843975,126.9804278
187,노량진역,서울특별시 동작구 노량진로 134,서울특별시 동작구,starbucks,37.5129475,126.9416654
188,신대방삼거리역,서울특별시 동작구 상도로 102,서울특별시 동작구,starbucks,37.4999142,126.9317661
189,중앙대,서울특별시 동작구 흑석로 75-1,서울특별시 동작구,starbucks,37.5069327,126.9581247
190,숭실대입구역,서울특별시 동작구 상도로 354,서울특별시 동작구,starbucks,37.4968346,126.9527123
191,숭실대,서울특별시 동작구 사당로 4,서울특별시 동작구,starbucks,37.4953631,126.9548386
192,사당역,"서울특별시 동작구 동작대로 21,",서울특별시 동작구,starbucks,37.4784593,126.9813316
193,서강대프라자,서울특별시 마포구 백범로 35,서울특별시 마포구,starbucks,37.5513353,126.9407371
194,상암YTN,서울특별시 마포구 상암산로 76,서울특별시 마포구,starbucks,37.5784516,126.8915392
195,마포용강동,서울특별시 마포구 토정로 295,서울특별시 마포구,starbucks,37.5411857,126.9422092
196,홍대입구역사거리R,서울특별시 마포구 양화로 125,서울특별시 마포구,starbucks,37.5546884,126.9202895
197,마포경찰서후문,서울특별시 마포구 마포대로 173-14,서울특별시 마포구,starbucks,37.5498579,126.9544187
198,공덕,서울특별시 마포구 마포대로 130,서울특별시 마포구,starbucks,37.5459128,126.9529563
199,합정폴리스R,서울특별시 마포구 양화로 45,서울특별시 마포구,starbucks,37.5489656,126.9134767
200,홍대공항철도역,서울특별시 마포구 양화로 178,서울특별시 마포구,starbucks,37.5574123,126.9254305
201,마포염리,서울특별시 마포구 독막로 311,서울특별시 마포구,starbucks,37.5438755,126.9476798
202,서강광흥창역,서울특별시 마포구 서강로 69,서울특별시 마포구,starbucks,37.5493766,126.9316559
203,합정,서울특별시 마포구 월드컵로1길 14,서울특별시 마포구,starbucks,37.5495927,126.9121968
204,서강대흥역,서울특별시 마포구 백범로 89-5,서울특별시 마포구,starbucks,37.548298,126.9415507
205,서교동사거리,서울특별시 마포구 양화로 105,서울특별시 마포구,starbucks,37.5533761,126.9185644
206,상암사보이시티,서울특별시 마포구 월드컵북로54길 17,서울특별시 마포구,starbucks,37.5806359,126.88893
207,신촌오거리,서울특별시 마포구 신촌로16길 10,서울특별시 마포구,starbucks,37.555138,126.9346633
208,상암디지털큐브,서울특별시 마포구 상암산로 341522-3232,서울특별시 마포구,starbucks,37.5784516,126.8915392
209,상수역,서울특별시 마포구 독막로 88,서울특별시 마포구,starbucks,37.5474817,126.9232158
210,공덕오거리,서울특별시 마포구 마포대로 86,서울특별시 마포구,starbucks,37.5424641,126.9505773
211,서강대,서울특별시 마포구 백범로 23,서울특별시 마포구,starbucks,37.5524589,126.9378262
212,상암MBC,서울특별시 마포구 성암로 267,서울특별시 마포구,starbucks,37.5740931,126.9035854
213,홍대역,"서울특별시 마포구 양화로 165,",서울특별시 마포구,starbucks,37.5571506,126.923603
214,동교,"서울특별시 마포구 월드컵북로 22,",서울특별시 마포구,starbucks,37.5568085,126.9199839
215,애오개역,"서울특별시 마포구 마포대로 201,",서울특별시 마포구,starbucks,37.5521804,126.9554999
216,상암DMC,"서울특별시 마포구 월드컵북로 375,",서울특별시 마포구,starbucks,37.5773051,126.8906358
217,마포일진빌딩,"서울특별시 마포구 마포대로 45,",서울특별시 마포구,starbucks,37.5404326,126.9463602
218,마포아크로,서울특별시 마포구 마포대로 68,서울특별시 마포구,starbucks,37.5412413,126.9489446
219,홍대삼거리,서울특별시 마포구 와우산로 64,서울특별시 마포구,starbucks,37.5501805,126.9232392
220,망원역,서울특별시 마포구 월드컵로 74,서울특별시 마포구,starbucks,37.5557302,126.9106996
221,마포이마트,서울특별시 마포구 백범로 212,서울특별시 마포구,starbucks,37.5424268,126.9533694
222,합정메세나몰,서울특별시 마포구 양화로 45,서울특별시 마포구,starbucks,37.5489656,126.9134767
223,아현역대로,서울특별시 마포구 신촌로 262,서울특별시 마포구,starbucks,37.5570273,126.9548041
224,디지털미디어시티역,서울특별시 마포구 성암로 179,서울특별시 마포구,starbucks,37.5760678,126.8986082
225,홍대역8번출구,서울특별시 마포구 양화로 166,서울특별시 마포구,starbucks,37.5567005,126.9241437
226,합정푸르지오,서울특별시 마포구 월드컵로3길 14,서울특별시 마포구,starbucks,37.5499618,126.9103649
227,망원한강공원,서울특별시 마포구 마포나루길 435,서울특별시 마포구,starbucks,37.5546098,126.8957099
228,가재울뉴타운,서울특별시 서대문구 가재울미래로 2,서울특별시 서대문구,starbucks,37.5791158,126.9367789
229,남가좌사거리,서울특별시 서대문구 거북골로 84,서울특별시 서대문구,starbucks,37.5765117,126.9197277
230,신촌역,서울특별시 서대문구 신촌로 73,서울특별시 서대문구,starbucks,37.5562647,126.9345138
231,연희동,서울특별시 서대문구 연희로 97,서울특별시 서대문구,starbucks,37.5667633,126.9305031
232,아현역,서울특별시 서대문구 신촌로35길 10,서울특별시 서대문구,starbucks,37.5577978,126.9554328
233,홍제역,서울특별시 서대문구 통일로 451,서울특별시 서대문구,starbucks,37.5886324,126.943832
234,연세백양로,서울특별시 서대문구 연세로 50,서울특별시 서대문구,starbucks,37.564089,126.9389809
235,연희DT,서울특별시 서대문구 연희로 144,서울특별시 서대문구,starbucks,37.5701185,126.9338591
236,경기대,서울특별시 서대문구 충정로 53,서울특별시 서대문구,starbucks,37.5637129,126.9646194
237,신촌,서울특별시 서대문구 연세로 10-1,서울특별시 서대문구,starbucks,37.5564503,126.9371086
238,이대R,서울특별시 서대문구 이화여대길 34,서울특별시 서대문구,starbucks,37.5583821,126.9459524
