,title,isbn,publisher,pubdate,language
2,Javascript Unlocked,9781785881572,Packt Publishing,20161001,Java
3,Java 9 for Programmers,9780134777566,Pearson P T R,20170710,Java
4,Murach’s JavaScript,9781890774851,Mike Murach & Associates,20151001,Java
5,웹 프로그래밍 입문 (XHTML CSS2 JAVASCRIPT),9788979148329,한빛미디어,20110627,Java
6,Java Program Design,9780071192552,McGraw-Hill Higher Education,20040601,Java
7,JavaScript & jQuery (The Missing Manual),9781449399023,Pogue Press,20111102,Java
8,Java 5 Illuminated 반양장,9780763716677,Jones & Bartlett,20050228,Java
9,Pieni Java 8 -kirja,9789522869968,Books on Demand,20140911,Java
10,HTML5 & CSS3 & Javascript (기본과 실력을 한꺼번에 마스터하는),9791185123257,북스홀릭퍼블리싱,20141224,Java
11,Agile Java(792) 반양장,9780131482395,Prentice Hall,20130425,Java
12,Taming Java Threads,9781893115101,Apress,20000501,Java
13,Javascript for Kids (A Playful Introduction to Programming),9781593274085,Oreilly & Associates Inc,20141212,Java
14,From Java to C# 반양장,9780321136220,Addison-Wesley,20030101,Java
15,Teach Yourself Java,9780078825705,Osborne,19980901,Java
16,Beginning Java Ee 7,9781430246268,Apress,20130515,Java
17,Programming in Java,9780198094852,Oxford University Press,20140109,Java
18,JavaScript Security,9781783988006,Packt Publishing,20141123,Java
19,Javascript & JQuery (Interactive Front-End Web Development),9781118871652,John Wiley & Sons Inc,20140711,Java
20,초보자를 위한 JavaScript 200제,9788956748245,정보문화사,20190310,Java
21,Making Sense of Java,9780132632942,Prentice Hall,20210101,Java
22,Beginning Javascript,9780470051511,Wiley,20210101,Java
23,Java Programming 반양장,9780619159689,Thomson Learning,20210101,Java
24,Introduction to Java,9786202672818,LAP Lambert Academic Publishing,20200624,Java
25,C&JAVA 실무 프로그래밍: 초급편,9791187171577,아우룸,20170621,Java
26,JVM Performance Optimizing 및 성능분석 사례 (Java Virtual Machine),9791188427024,엑셈,20170910,Java
27,"JavaScript+jQuery 정복 (보고, 이해하고, 바로 쓰는 자바스크립트 공략집)",9788968481321,한빛미디어,20141101,Java
28,Java Parables Volume 1 (OOP in a nutshell.),9781916207837,Pamela Osakwe,20210719,Java
29,Java Programming Basic (재미있게 배워보는 Java 언어 기초의 모든 것),9788931448283,영진닷컴,20150430,Java
30,Java Coding Problems,9781789801415,Packt Publishing,20190923,Java
31,Java EE 8 Microservices,9781788475143,Packt Publishing,20181228,Java
32,How JavaScript Works,9781949815016,Virgule-Solidus LLC,20181018,Java
33,자바스크립트를 깨우치다 (객체로 풀어보는 JavaScript의 원리),9788994774435,비제이퍼블릭,20130722,Java
34,A Jaunt Through Java,9783744798105,Hansebooks,20170419,Java
35,Beginning JavaScript,9781118903339,Wrox Press,20150225,Java
36,Introduction to Computer Graphics: Using Java 2D and 3D (Using Java 2D and 3D),9781447127321,Springer,20120820,Java
37,Decompiling Java 반양장,9781590592656,Springer,20040802,Java
38,Java for Programmers,9780132821544,Prentice Hall,20110418,Java
39,明解Javaによるアルゴリズムとデ-タ構造,9784797345230,ソフトバンククリエイティブ,20110807,Java
40,Java for Dummies 반양장,9780470371732,For Dummies,20120210,Java
41,Java Power Tools 반양장,9780596527938,Oreilly & Associates,20090620,Java
42,The Religion of Java,9780226285108,University of Chicago Press,20140710,Java
43,A Shadow Falls (In the Heart of Java),9780571235865,Faber & Faber,20090901,Java
44,Java Ee 7: The Big Picture,9780071837347,McGraw-Hill/Osborne Media,20141001,Java
45,Javascript Unleashed,9780672324314,Sams,20021201,Java
46,HTML JAVA SCRIPT CSS,9788955026108,GLOBAL,20110824,Java
47,Jxta: Java P2P Programming (Java P2P Programming),9780672323669,Sams,20020301,Java
48,"Java, 7/e : How to Program 반양장",9780132222204,Prentice-Hall,20210101,Java
49,Across The Equator (A Holiday Trip In Java),9789354593956,Alpha Editions,20210520,Java
50,프론트엔드 개발을 위한 Javascript & Vue.js 핸드북,9791137291768,부크크(bookk),20220830,Java
51,자바 9 모듈화(Java 9 Modularity) (Java 9에서 모듈형 애플리케이션을 작성하는 데 필요한 패턴과 사례를 설명),9791161340296,터닝포인트,20180917,Java
52,JSP(Java Server Page) (이해하기 쉬운 예제 중심),9788970749402,구민사,20140630,Java
53,"JavaScript + jQuery 입문 (ECMAScript 5/6, jQuery 3.X 대응)",9788968483554,한빛미디어,20170501,Java
54,The Joy of JavaScript,9781617295867,Manning Pubns Co,20200106,Java
55,2020 시나공 정보처리산업기사 실기 (C와 JAVA의 기본 + 알고리즘 해법 + 최신기출문제),9791165210052,길벗,20200106,Java
56,Die Fossilen von Java (Auf Grund einer Sammlung von R. D. M. Verbeek und von anderen),9783744603805,Hansebooks,20170210,Java
57,Foundations of 3d Graphics Programming (Using Jogl and Java3d),9781447168300,Springer-Verlag New York Inc,20160823,Java
58,"HTML, CSS와 JavaScript 에센스",9788972837206,홍릉과학출판사,20081231,Java
59,Javascript 1.5 by Example,9780789724991,Que,20010101,Java
60,Smashing Node.JS (JavaScript Everywhere),9781119962595,John Wiley & Sons Inc,20120831,Java
61,The Design and Implementation of Multimedia Software (With Examples in Java),9780763778125,Jones & Bartlett Publishers,20110101,Java
62,Java 3d Api Jump-Start 반양장,9780130340764,Prentice-Hall,20010801,Java
63,Using Jruby (Bringing Ruby to Java),9781934356654,Pragmatic Bookshelf,20101115,Java
64,Functional Javascript (Introducing Functional Programming With Underscore.js?),9781449360726,Oreilly & Associates Inc,20130622,Java
65,Java Web Services 반양장,9780596002695,O&#39;Reilly,20020301,Java
66,Java SE8 for Programmers,9780133891386,Prentice Hall,20140330,Java
67,Indesign Cs5 JavaScript,9781463667443,Createspace,20131223,Java
68,Foundations of 3d Graphics Programming : Using Jogl And Java3d 반양장 (Using JOGL and Java3D),9781848002838,Springer,20080923,Java
69,"Introduction to Engineering Programming: In C, MATLAB and Java (In C, Matlab and Java)",9780471001164,John Wiley & Sons,19990215,Java
70,Big Java Late Objects,9781118129425,Wiley,20120201,Java
71,Programming With Java (A Multimedia Approach),9781449638610,Jones & Bartlett Learning,20110602,Java
72,JavaScript by Example,9780137054893,Prentice Hall,20100528,Java
73,Single Page Web Applications: JavaScript End-To-End (JavaScript End-To-End),9781617290756,Manning Publications,20130927,Java
74,Bluetooth for Java 반양장,9781590590782,Springer,20210101,Java
75,Quicktime For Java 반양장,9780596008222,Oreilly & Associates,20210101,Java
76,Core Java Data Objects,9780131407312,Prentice-Hall,20210101,Java
77,HandBook to JavaScript,9786202919227,LAP Lambert Academic Publishing,20201006,Java
78,Core Java Fundamentals,9786202554091,LAP Lambert Academic Publishing,20200511,Java
79,Kern Java Fundamentals,9786200957948,Sciencia Scripts,20200507,Java
80,Java Programming 입문 마스터,9791162890349,북스홀릭퍼블리싱,20210302,Java
81,Across The Equator (A Holiday Trip In Java),9789353421212,Astral International Pvt. Ltd.,20190610,Java
82,The Java Module System,9781617294280,Manning Pubns Co,20190606,Java
83,Quadernet JavaScript 1 (Desenvolupament Web a Entorn Client. 99 Pr?ctiques i Exercicis o M?s.),9780244463328,Lulu Press,20190513,Java
84,Java EE 8 High Performance,9781788473064,Packt Publishing,20180130,Java
85,Spring入門 改訂新版 (Javaフレ-ムワ-ク.より良い設計とア-キテクチャ),9784774182179,技術評論社,20170614,Java
86,JavaScript Concurrency,9781785889233,Packt Publishing,20160701,Java
87,Starting Out with Java (From Control Structures Through Data Structures),9780134038179,Addison-Wesley Professional,20150323,Java
88,"Objektinis programavimas (teorija, Java, Android)",9781300204503,Lulu Press,20120920,Java
89,Building Java Programs (A Back to Basics Approach),9780133451023,Addison-Wesley Professional,20130311,Java
90,Spring3入門 (Javaフレ-ムワ-ク.より良い設計とア-キテクチャ),9784774153803,技術評論社,20121106,Java
91,Making Music with Java,9781409281337,Lulu.com,20090517,Java
92,Big Java: Late Objects,9781118087886,John Wiley & Sons,20120201,Java
93,Scjd Exam with J2se 5 (Expert’s Voice in Java),9781590595169,Apress,20050829,Java
94,Building Java Programs,9780321382832,Addison-Wesley,20070216,Java
95,TCP/IP Sockets in Java (Practical Guide for Programmers),9780123742551,Morgan Kaufmann,20080215,Java
96,알기 쉽게 해설한 JAVA 7th + Workbook,9788982417191,이한출판사,20110201,Java
97,Java Security Handbook,9780672316029,Sams,20000901,Java
98,"Java Security, 2/E 반양장",9780596001575,O&#39;Reilly,20010501,Java
99,"Absolute Java, 3/e 반양장",9780321487926,Addison-Wesley,20070315,Java
0,C# for Java Developers,9780735617797,Microsoft Press,20020914,Java
1,Java & XML for Dummies,9780764516580,John Wiley & Sons,20020705,Java
2,JavaScript Demystified,9780072261349,McGraw-Hill/Osborne Media,20050501,Java
3,Building Java Programs,9780273793335,Pearson Group,20130613,Java
4,자바 최적화(Optimizing Java) (가장 빠른 성능을 구현하는 검증된 10가지 기법),9791162241776,한빛미디어,20190429,Java
5,The Case of Kinolo Java,9781528942423,Austin Macauley,20200630,Java
6,Peeps at Many Lands: Java.,9781013301001,Legare Street Press,20210909,Java
7,Peeps at Many Lands: Java.,9781013316111,Legare Street Press,20210909,Java
8,"Effective Java(이펙티브 자바) (최신 자바 7,8에 대한 주석 수록)",9788966261161,인사이트,20140822,Java
9,The JavaScript Workshop,9781838641917,Packt Publishing,20191128,Java
10,Professional JavaScript,9781838820213,Packt Publishing,20190930,Java
11,"Singapur, Malacca, Java",9783734010859,Outlook Verlag,20180920,Java
12,Java Software Solutions,9780134462028,Pearson,20170220,Java
13,Java Testing with Spock,9781617292538,Manning Publications,20160331,Java
14,JAVA 웹서비스 구축(Second Edition) (EJB 3.1부터 클라우드 컴퓨팅까지),9788997570829,도서출판 홍릉(홍릉과학출판사),20130410,Java
15,Big Java: Early Objects,9781118431115,John Wiley & Sons,20130104,Java
16,Javascript 24-hour Trainer,9780470647837,John Wiley & Sons Inc,20101119,Java
17,Objects First with Java,9780132835541,Pearson Higher Education,20110930,Java
18,Introduction to Interactive Programming on the Internet (Using Html & Javascript),9780471383666,John Wiley & Sons,20001123,Java
19,C# For Java Programmers,9781931836548,syngress,20020601,Java
20,EclipseではじめるJavaフレ-ムワ-ク入門,9784798027821,秀和システム,20101101,Java
21,Java How to Program 반양장,9780130341518,Prentice-Hall,20010801,Java
22,Java Security Solutions,9780764549281,John Wiley & Sons,20020801,Java
23,HTML5 + CSS3 + Javascript 웹 프로그래밍,9788970508887,생능출판,20170116,Java
24,The History of Java; Vol. 1,9781015171633,Legare Street Press,20210910,Java
25,The History of Java; Vol. 1,9781013872778,Legare Street Press,20210909,Java
26,맛있는 MongoDB (JavaScript와 함께하는 NoSQL DBMS),9791190014687,비제이퍼블릭,20191227,Java
27,JavaScript in Easy Steps,9781840788778,In Easy Steps,20200228,Java
28,HTML5 & CSS & JavaScript,9791162890127,북스홀릭퍼블리싱,20190222,Java
29,Clean Code in JavaScript,9781789957648,Packt Publishing,20200117,Java
30,HTML5 JavaScript Summary (실무개발자가 콕 집어 풀어 쓴),9788960880993,디지털북스,20120510,Java
31,JavaScript: The New Toys (The New Toys: Website Associated With Book),9781119367956,Wrox Pr Inc,20190911,Java
32,JavaScript for Web Warriors,9780357638002,Cengage Learning,20210818,Java
33,An Easy Approach to JAVA,9786139449927,LAP Lambert Academic Publishing,20190206,Java
34,Learning Java with Games,9783319728858,Springer-Verlag New York Inc,20181127,Java
35,Java 9 Dependency Injection,9781788296250,Packt Publishing,20180426,Java
36,UML for Java Programmers,9780131428485,Prentice Hall,20030501,Java
37,Cuadernillo JavaScript 2 (Desarrollo Web en Entorno Cliente de una  Calculadora),9780244641528,"Lulu Press, Inc.",20171118,Java
38,Java in Two Semesters 반양장,9780077108892,McGraw-Hill,20210101,Java
39,Javascript by Example 반양장,9780131401624,Prentice-Hall,20210101,Java
40,"Java, Indonesia and Islam",9789400700550,Springer Verlag,20210101,Java
41,JAVA 프로그래밍: Essential Course,9791195713530,앤아이컴즈,20160301,Java
42,The JavaScript Adventure,9781329066175,Lulu.com,20150607,Java
43,"Coding JavaScript Basics (Expert Advice, Made Easy)",9781783614189,Flame Tree Publishing,20150722,Java
44,Java Servlet Programming,9780596000400,O&#39;Reilly Media,20130912,Java
45,안드로이드 웹앱 (with HTML CSS JavaScript),9788979148299,한빛미디어,20110729,Java
46,MySQL and Java Developer’s Guide (Java Open Source Library),9780471269236,John Wiley & Sons,20030201,Java
47,Enterprise Java with UML,9780471267782,John Wiley & Sons,20030601,Java
48,C++ for Java Programmers,9780139194245,Prentice Hall,20031001,Java
49,"XML, XSLT, Java, and JSP (A Case Study in Developing a Web Application)",9780735710894,New Riders Publishing,20010701,Java
50,JavaScript in Easy Steps,9781840785708,In Easy Steps,20130226,Java
51,JAVA 프로그래밍 Essential Course,9788982418082,이한미디어,20140302,Java
52,Developing Java Software,9780470090251,John Wiley & Sons,20051216,Java
53,Java Development on PDAs (Building Applications for Pocket PC and Palm Devices),9780201719543,Addison-Wesley,20030604,Java
54,Eclipse3ではじめるJavaフレ-ムワ-ク入門,9784798012568,秀和システム,20060310,Java
55,On the Subject of &#34;Java&#34;,9780801426728,Longleaf Services on behalf of Cornell University,20120203,Java
56,Arquitectura Java Solida,9781291167665,Lulu.com,20121102,Java
57,"All in One Java 애플리케이션 개발 (Spring, Hibernate, MyBatis를 활용한)",9788994405223,와우북스,20141222,Java
58,262가지 문제로 정복하는 코딩 인터뷰 in Java,9788966263196,인사이트,20211001,Java
59,자바 프로그래밍 Java Programming (어려운 자바 쉽게 공부하기 자바 최고의 멘토가 전하는 학습 노하우),9788983797773,혜지원,20130220,Java
60,Jakarta EE for Java Developers (Build Cloud-Native and Enterprise Applications Using a High-Performance Enterprise Java Platform),9789355510082,BPB Publications,20211216,Java
61,THINKING JAVA PROGRAMMING,9788992376280,컴스페이스,20070720,Java
62,Learn Java 12 Programming,9781789957051,Packt Publishing,20190430,Java
63,Java 11 and 12 - New Features 반양장,9781789133271,Packt Publishing,20190327,Java
64,Learning Wireless Java 반양장,9780596002435,Oreilly & Associates,20210101,Java
65,Java for Data Science 반양장,9781785280115,Packt Publishing,20170112,Java
66,Learning Java Lambdas 반양장 (An in-depth look at one of the most important features of modern Java),9781787282087,Packt Publishing,20170331,Java
67,Advanced Java Programming,9780199455508,OUP India,20150528,Java
68,Java 7 : The Complete Reference,9780071606301,McGraw-Hill,20111202,Java
69,Java Internationalization,9780596000196,O&#39;Reilly Media,20010301,Java
70,Learn JavaScript VISUALLY,9781495233005,Createspace,20140718,Java
71,처음 시작하는 HTML & JavaScript,9788989484523,이비컴(ebeecomm),20060227,Java
72,Java Persistence with Jpa,9781432755850,Outskirts Press,20100331,Java
73,Globus Toolkit 4 (Programming Java Services),9780123694041,Morgan Kaufmann,20051128,Java
74,Java 7’s Dual-Pivot Quicksort,9783639679670,AV Akademikerverlag,20141209,Java
75,Alice in Action With Java,9781423900962,Course Technology,20070102,Java
76,Java 7 for Absolute Beginners,9781430236863,Apress,20111221,Java
77,Developing Java Beans 반양장,9781565922891,O&#39;Reilly,19970611,Java
78,Pro JavaScript Techniques,9781590597279,Apress,20061211,Java
79,Music in Central Java 반양장,9780195147360,Oxford USA,20070309,Java
80,인터랙티브 웹 콘텐츠 제작 프로젝트 (HTML5 CSS3 JavaScript로의 코드 여행),9788994506746,제이펍,20130906,Java
81,Getting Skilled with Java (Learn Java Programming from Scratch with Realistic Applications and Problem Solving Programmes),9789391392499,LIGHTNING SOURCE UK LTD,19000101,Java
82,"Building JavaScript Games (for Phones, Tablets, and Desktop)",9781430265382,Springer,20140714,Java
83,Learn JavaScript Visually,9780993836701,NAI Inc.,20140718,Java
84,Scala for Java Developers,9781783283637,Packt Publishing,20140428,Java
85,NodeJS (Programmare Web-App Con Javascript),9798201574017,Draft2Digital,20220329,Java
86,Java Programming(자바 프로그래밍) (꼭 알아야 하는),9788983799951,혜지원,20190724,Java
87,JAVA PROGRAMMING : 이클립스 기반 (이클립스 기반),9788957172018,내하출판사,20080916,Java
88,모바일 웹 (상상력과 HTML5 CSS3 JavaScript로 빚는),9788965400295,프리렉,20120725,Java
89,Fondamenti di base di Java,9786200957924,Sciencia Scripts,20200507,Java
90,Fundamentos do nucleo Java,9786200957979,Sciencia Scripts,20200507,Java
91,Java from the Beginning 반양장,9780321154163,Addison-Wesley,20210101,Java
92,JavaScript(TM) Step by Step,9780735624498,Microsoft Press,20210101,Java
93,Mac OS X for Java Geeks 반양장,9780596004002,Oreilly & Associates,20210101,Java
94,알고리즘과 자료구조(자바+파이썬) (Java와 Python 예제로 익히는 알고리즘 프로그래밍),9788956747880,정보문화사,20180810,Java
95,Java 9 Programming Blueprints,9781786460196,Packt Publishing,20170728,Java
96,Java Performance Companion,9780133796827,Addison-Wesley Professional,20160507,Java
97,"New Java: Java 1.4, Java 5, and Java 6",9781430326281,Lulu.com,20071001,Java
98,Learn to Program with Java,9780072131895,McGraw-Hill,20020102,Java
99,Object-Oriented JavaScript,9781849693127,Packt Publishing,20130731,Java
0,Learn Java With Jbuilder 6,9781893115989,Apress,20020401,Java
1,Moodle JavaScript Cookbook,9781849511902,Packt Publishing,20110425,Java
2,Data Structures Using Java,9781449628079,Jones & Bartlett Publishers,20120101,Java
3,Java Websocket Programming,9780071827195,McGraw-Hill/Osborne Media,20130918,Java
4,"Object-Oriented JavaScript (Create scalable, reusable high-quality JavaScript applications and libraries)",9781847194145,Packt Publishing,20080724,Java
5,Coffee Love (50 Ways to Drink Your Java),9780470289372,Wiley,20090309,Java
6,HTML CSS JAVASCRIPT 쉽게 배우기 (HTML과 CSS 그리고 자바스트립트를 처음 접하는 입문서),9788980813155,현우사,20100830,Java
7,LEGO NXT JAVA NXJ 로봇 프로그래밍 (창의적 공학설계를 위한),9788994393117,북스홀릭,20100825,Java
8,Pro JMX: java management extensions (Java Management Extensions),9781590591017,Apress,20040201,Java
9,HTML and Javascript Basics,9780538742351,Course Technology,20100208,Java
10,Peeps at Many Lands - Java,9781406744194,Barber Press,20070315,Java
11,Getting Started with Grunt: The JavaScript Task Runner (The Javascript Task Runner),9781783980628,Packt Publishing,20131231,Java
12,Java Database Connectivity,9783941482302,Europ Ischer Hochschulverlag Gmbh & Co. Kg,20090707,Java
13,DWR Java AJAX Applications,9781847192936,Packt Publishing,20081025,Java
14,Brush-up java for Interview,9781735222233,Ashutosh Shashi,20200822,Java
15,블록체인 코딩 (JavaScript와node.js로 분산형 네트워크 구축),9791156007043,도서출판 홍릉(홍릉과학출판사),20200120,Java
16,Cryptography and Cryptanalysis in Java (Creating and Programming Advanced Algorithms with Java SE 17 LTS and Jakarta EE 10),9781484281048,APress,20220509,Java
17,HTML5와 Java Script 기반의 웹 프로그래밍 정석 (누구나 쉽게 배울 수 있는 웹 개발 학습서의 정석),9788983799067,혜지원,20160920,Java
18,Java Deep Learning Cookbook,9781788995207,Packt Publishing,20191108,Java
19,Java 11 Cookbook - Second Edition,9781789132359,Packt Publishing,20180929,Java
20,"Core Java, Volume I: Fundamentals",9780137673629,Addison-Wesley Professional,20211215,Java
21,Java How to Program 8/E 반양장,9780131364837,Pearson Education Asia,20090215,Java
22,Quinze ans de sejour a Java (Et dans les principales iles de l’archipel de la Sonde et des possessions neerlandaises des Indes Orientales;),9783337117481,Hansebooks,20170523,Java
23,Java All-In-One for Dummies,9781119247791,For Dummies,20170501,Java
24,Java EE 디자인 패턴: 아키텍처를 이해하기 위한 디자인 패턴,9791160501285,길벗,20170303,Java
25,Eclipse4.3ではじめるJavaプログラミング入門,9784798038872,秀和システム,20130910,Java
26,Javascript: Novice to Ninja (Novice to Ninja),9780992461225,Sitepoint,20141206,Java
27,Design Patterns in Java 반양장,9780321333025,Addison-Wesley,20100406,Java
28,Java Software Solutions 반양장,9780321409492,Addison-Wesley,20060228,Java
29,Java Software Solutions 반양장,9780321197191,Addison-Wesley,20030801,Java
30,"Pro Java 6 3D Game Development: Java 3d, Jogl, Jinput and Joal APIs (Java 3D, JOGL, JInput and JOAL APIs)",9781590598177,Springer,20080705,Java
31,XML Development with Java 2,9780672316531,Sams,20000901,Java
32,Pro JavaScript for Web Apps,9781430244615,Apress,20120620,Java
33,Java Microarchitectures 반양장,9781402070341,Kluwer,20020430,Java
34,"Professional Java, JDK, 6/e",9780471777106,Wiley,20090629,Java
35,JavaScript Web Applications (모던 자바스크립트 애플리케이션 개발에 필요한 모든 이야기),9788979149258,한빛미디어,20120601,Java
36,Java Quick Syntax Reference,9781430262862,Apress,20130831,Java
37,Beginning Windows Store Application Development: HTML and JavaScript Edition (HTML and JavaScript Edition),9781430257790,Springer,20130831,Java
38,Core Java Professional 2014,9781499643060,CreateSpace Independent Publishing Platform,20140521,Java
39,Mastering JavaFX 8 Controls,9780071833776,McGraw-Hill/Osborne Media,20140707,Java
40,"Pro Java 6 3D Game Development: Java 3d, Jogl, Jinput and Joal APIs (Java 3d, Jogl, Jinput and Joal Apis)",9781430211860,Apress,20141115,Java
41,Java 7: A Comprehensive Tutorial (A Comprehensive Tutorial),9780980839661,Brainysoftware,20140515,Java
42,Java Web Services Unleashed,9780672323638,Sams,20020401,Java
43,Quick Start Guide to Javafx,9780071808965,McGraw-Hill/Osborne Media,20140401,Java
44,"Mastering Java Persistence API (JPA) (Realize Java’s Capabilities Spanning RDBMS, ORM, JDBC, Caching, Locking, Transaction Management, and JPQL)",9789355511263,BPB Publications,20220312,Java
45,Learn to Code with JavaScript,9781925836400,Sitepoint,20210406,Java
46,애프터스킬 자바 프로그래밍 100% 실전 가이드 세트 - 전2권 (기본은 물론 응용까지 새로운 JAVA 필독서 / 최신 JDK 11 적용),9791164260539,아이콕스(iCox),20190520,Java
47,애프터스킬 자바 프로그래밍 100% 실전 가이드 1 (기본은 물론 응용까지 새로운 JAVA 필독서 / 최신 JDK 11 적용),9791164260546,아이콕스(iCox),20190520,Java
48,애프터스킬 자바 프로그래밍 100% 실전 가이드 2 (기본은 물론 응용까지 새로운 JAVA 필독서 / 최신 JDK 11 적용),9791164260553,아이콕스(iCox),20190520,Java
49,Raptor와 Javascript로 배우는 프로그래밍 원리,9791185123813,북스홀릭퍼블리싱,20170220,Java
50,"Java, the garden of the East",9789354002168,Alpha Editions,20200225,Java
51,JavaScript + jQuery 입문 + 실전북 (배너부터 반응형 패럴랙스 스크롤링 웹사이트 제작까지),9791185553030,앤써북,20140425,Java
52,"Core Java: Advanced Features, Volume 2",9780137871070,Oracle Press,20220407,Java
53,모던 자바스크립트(Modern JavaScript) (최신 웹 환경을 위한 자바스크립트 개발 기법),9788960775329,에이콘출판,20140228,Java
54,Introduction to Software Design with Java,9783030978983,Springer,20220603,Java
55,Java Concurrency in Practice,9780321349606,Addison-Wesley,20060531,Java
56,Javascript HTML5 CSS3 Expert,9788963412740,영민,20170828,Java
57,Test-Driven Java Development,9781783987429,Packt Publishing,20160701,Java
58,Cafe Passion: A Java Romance,9781491809259,Authorhouse,20130918,Java
59,"Better, Faster, Lighter Java",9780596006761,O&#39;Reilly & Associates,20040601,Java
60,Java Software Structures 반양장,9780321245847,Addison-Wesley,20041201,Java
61,Next Generation Java Testing (TestNG and Advanced Concepts),9780321503107,Addison-Wesley Professional,20071025,Java
62,Pro Ajax and Java Frameworks,9781590596777,Apress,20060731,Java
63,Batik : Fabled Cloth of Java,9780794606688,Tuttle,20101001,Java
64,Mastering Java Script Part 2,9781562438371,Ddc,,Java
65,Java Server and Servlets 반양장,9780201674910,Addison-Wesley,20000301,Java
66,Java SE 8 for the Really Impatient,9780321927767,Addison-Wesley Professional,20140124,Java
